code,latest_close,rsi,rsi_low_days,boll_pos,vol_ratio,above_ma60,volatility,pullback_5d,pullback_20d,overnight_win_rate,ret_3d,name,is_hot_leader,hot_concept,hot_score,s_rsi,s_boll,s_vol,s_volatility,s_trend,s_flow_1d,s_flow_trend,s_overnight,s_hot,s_fundamental,total_score,sector,s_news
002276,17.01,55.07246376811597,0,0.3290669670467257,1.089088118254982,True,0.29535534174304884,-0.04438202247191003,-0.0658978583196046,0.45,-0.0357142857142857,万马股份,False,,0.0,-0.012812345520128866,0.27534908475730274,0.6257810167192447,-0.027518027080229074,1.7153336911706432,0,0,0.16012497189262237,0.0,0,0.5608323585907734,其他,0.0
002332,9.31,63.6363636363637,0,0.6304077341411153,1.0553125359732936,True,0.1283497991834532,-0.025130890052356025,-0.025130890052356025,0.6,-0.008519701810436597,仙琚制药,False,,0.0,-0.6946497776608557,-0.6194674267480815,0.7324565864489538,1.8674518055359743,0.2792403683301047,0,0,1.8585934237536545,0.0,0,0.5570851201903948,医药,0.0
000712,12.49,55.37190082644628,0,0.5106940695679395,1.0256333501994972,True,0.3037807446978441,-0.06441947565543071,-0.06441947565543071,0.5,-0.03477588871715609,锦龙股份,False,,0.0,-0.036652815175396265,-0.2639836176843683,0.826194246546973,-0.12311895254816713,1.7153336911706432,0,0,0.7262811225129664,0.0,0,0.5549640690418518,其他,0.0
600258,17.02,49.76744186046512,0,0.4846953948133688,0.8948286976780243,True,0.31341391095484245,-0.03185437997724683,-0.05862831858407069,0.4,0.026537997587454898,首旅酒店,False,,0.0,0.40956093891939055,-0.1867818382106969,1.2393229001006303,-0.232424064042141,1.7153336911706432,0,0,-0.4060311787277217,0.0,0,0.5243951953165394,消费,0.0
600120,6.46,56.934306569343086,0,0.3529693555352742,1.08843372049742,True,0.2942681487396007,-0.038690476190476164,-0.07582260371959948,0.4,-0.0015455950540957941,浙江东方,False,,0.0,-0.16104786136790367,0.20437212372345123,0.6278478427782475,-0.01518192186964657,1.7153336911706432,0,0,-0.4060311787277217,0.0,0,0.5164455008590078,其他,0.0
600037,7.87,47.196261682242984,0,0.10962954758108806,1.1275858871486846,True,0.3191301159552075,-0.04951690821256027,-0.08700696055684443,0.35,-0.03435582822085892,歌华有线,False,,0.0,0.6142722173394205,0.9269576542625385,0.5041910646702203,-0.2972844026077087,1.7153336911706432,0,0,-0.9721873293480664,0.0,0,0.5044529729540168,其他,0.0
601858,21.66,58.043117744610285,0,0.5758754816739008,0.583232869773153,True,0.3749704528818343,-0.07672634271099743,-0.07672634271099743,0.55,-0.020795660036166397,中国科传,False,,0.0,-0.24932878198868869,-0.4575365987763084,2.2234558216275953,-0.9308906428396589,1.7153336911706432,0,0,1.2924372731333111,0.0,0,0.4927359564991887,其他,0.0
603055,9.66,68.22916666666667,0,0.7649843545323634,0.6586463780756353,True,0.32029524529278264,-0.03976143141153088,-0.03976143141153088,0.5,-0.031093279839518595,台华新材,False,,0.0,-1.0603178812920908,-1.01908604838304,1.9852725418727135,-0.3105048317740825,1.7153336911706432,0,0,0.7262811225129664,0.0,0,0.49002246526828935,其他,0.0
000913,15.65,46.111111111111136,0,0.5493783286830569,0.9254499683439356,True,0.17028233563311665,-0.015103838892385202,-0.029156327543424343,0.45,0.006430868167202508,钱江摩托,False,,0.0,0.700669336676358,-0.37885461282163463,1.1426097933689465,1.3916538747646883,0.2792403683301047,0,0,0.16012497189262237,0.0,0,0.4821260877969819,其他,0.0
301263,30.09,37.342908438061045,1,-0.07785355743784127,1.3376986254974457,True,0.3227012761413427,-0.07868952847519894,-0.15785054575986557,0.3,-0.051387137452711174,泰恩康,False,,0.0,1.398772874440538,1.2524971764132047,-0.15942136053954722,-0.33780545787598737,1.7153336911706432,0,0,-1.5383434799684104,0.0,0,0.4821237233008808,医药,0.0
601882,21.87,83.78378378378382,0,0.907483520760343,1.311285859659955,True,0.25208668053032807,-0.03613926840017634,-0.03613926840017634,0.6,-0.00861287398005428,海天精工,False,,0.0,-2.2987396699902587,-1.4422302782396201,-0.07600024227864093,0.46344057488675483,1.7153336911706432,0,0,1.8585934237536545,0.0,0,0.4765066827376268,其他,0.0
